Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L03-Q011,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Match Pairs,Match each nature word to the picture.,Match each item to its partner.,sun = sun picture,tree = tree picture,fish = fish picture,,sun = sun picture; tree = tree picture; fish = fish picture,"These pairs match: sun = sun picture, tree = tree picture, fish = fish picture.",Match one pair at a time.,Listen carefully. Match each nature word to the picture.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q012,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Match Pairs,Match each school word to the picture.,Match each item to its partner.,bag = bag picture,pen = pen picture,map = map picture,,bag = bag picture; pen = pen picture; map = map picture,"These pairs match: bag = bag picture, pen = pen picture, map = map picture.",Match one pair at a time.,Listen carefully. Match each school word to the picture.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q013,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Tap Correct,Tap the word for the picture of a cup.,Tap the correct answer.,cat,cup,sun,bus,cup,The correct answer is cup.,Cup starts with c and ends with p.,Listen carefully. Tap the word for the picture of a cup.,english-card,A cup picture above four word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q014,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Tap Correct,Tap the word for the picture of a bag.,Tap the correct answer.,bag,bug,bus,bat,bag,The correct answer is bag.,Look at the middle letter too.,Listen carefully. Tap the word for the picture of a bag.,english-card,A school bag picture above similar word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q015,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Tap Correct,Tap the word for the picture of a bird.,Tap the correct answer.,fish,bird,tree,hat,bird,The correct answer is bird.,Bird begins with b.,Listen carefully. Tap the word for the picture of a bird.,english-card,A bird picture above word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q016,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Tap Correct,Tap the word for the picture of a tree.,Tap the correct answer.,three,tree,sun,cup,tree,The correct answer is tree.,Tree has the word tree.,Listen carefully. Tap the word for the picture of a tree.,english-card,A tree picture above word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q017,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Tap Correct,Tap the word for the picture of a pen.,Tap the correct answer.,pan,pen,pin,pet,pen,The correct answer is pen.,Pen has e in the middle.,Listen carefully. Tap the word for the picture of a pen.,english-card,A pen picture above similar CVC word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q018,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Fill Missing Word,This is a ___. Picture: cat.,Type the missing word.,,,,,cat,The picture shows a cat.,Name the picture first.,Listen carefully. This is a ___. Picture: cat.,english-card,A cat picture with the sentence This is a blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q019,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Fill Missing Word,This is a ___. Picture: dog.,Type the missing word.,,,,,dog,The picture shows a dog.,Use the word that names the picture.,Listen carefully. This is a ___. Picture: dog.,english-card,A dog picture with the sentence This is a blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q020,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Fill Missing Word,This is a ___. Picture: bus.,Type the missing word.,,,,,bus,The picture shows a bus.,Bus begins with b.,Listen carefully. This is a ___. Picture: bus.,english-card,A bus picture with the sentence This is a blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q021,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Fill Missing Word,This is a ___. Picture: hat.,Type the missing word.,,,,,hat,The picture shows a hat.,Hat starts with h.,Listen carefully. This is a ___. Picture: hat.,english-card,A hat picture with the sentence This is a blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q022,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Text Input,Type the word for this picture: sun.,Type the answer.,,,,,sun,The word is sun.,Type the picture name.,Listen carefully. Type the word for this picture: sun.,english-card,A sun picture and answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q023,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Text Input,Type the word for this picture: cup.,Type the answer.,,,,,cup,The word is cup.,Cup has three letters.,Listen carefully. Type the word for this picture: cup.,english-card,A cup picture and answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q024,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Text Input,Type the word for this picture: fish.,Type the answer.,,,,,fish,The word is fish.,Listen to the sounds in fish.,Listen carefully. Type the word for this picture: fish.,english-card,A fish picture and answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q025,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,Text Input,Type the word for this picture: bag.,Type the answer.,,,,,bag,The word is bag.,Bag starts with b.,Listen carefully. Type the word for this picture: bag.,english-card,A bag picture and answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q026,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,True / False,The word cat matches a cat picture.,Choose True or False.,True,False,,,True,Cat matches the cat picture.,The word and picture tell the same thing.,Listen carefully. The word cat matches a cat picture.,english-card,Word cat beside a cat picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q027,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,True / False,The word dog matches a sun picture.,Choose True or False.,True,False,,,False,Dog does not match a sun picture.,Check both the word and the picture.,Listen carefully. The word dog matches a sun picture.,english-card,Word dog beside a sun picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q028,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,True / False,The word bus begins with b.,Choose True or False.,True,False,,,True,Bus begins with b.,Use the first letter clue.,Listen carefully. The word bus begins with b.,english-card,Bus picture and word bus.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q029,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,True / False,The word fish names a bird.,Choose True or False.,True,False,,,False,"Fish names a fish, not a bird.",Read the word slowly.,Listen carefully. The word fish names a bird.,english-card,Word fish beside bird and fish pictures.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L03-Q030,English,1,forest-world,3,Word and Picture Matching,Read simple familiar words.,KSSR Year 1 English: recognise and read high-frequency familiar words with visual support.,Cambridge Primary English Stage 1: read simple words and connect print to meaning.,True / False,The word hat matches a hat picture.,Choose True or False.,True,False,,,True,Hat matches the picture.,Good picture-word matching.,Listen carefully. The word hat matches a hat picture.,english-card,Word hat beside a hat picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
