Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L09-Q011,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Match Pairs,Match colours to objects.,Match each item to its partner.,red = red apple,blue = blue bag,green = green leaf,,red = red apple; blue = blue bag; green = green leaf,"These pairs match: red = red apple, blue = blue bag, green = green leaf.",Match one pair at a time.,Listen carefully. Match colours to objects.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q012,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Match Pairs,Match describing words.,Match each item to its partner.,fast = fast car,slow = slow turtle,big = big tree,,fast = fast car; slow = slow turtle; big = big tree,"These pairs match: fast = fast car, slow = slow turtle, big = big tree.",Match one pair at a time.,Listen carefully. Match describing words.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q013,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Tap Correct,Tap the animal word.,Tap the correct answer.,cup,cat,pen,bus,cat,The correct answer is cat.,Animals are living things.,Listen carefully. Tap the animal word.,english-card,Object and animal cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q014,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Tap Correct,Tap the colour word.,Tap the correct answer.,yellow,jump,dog,school,yellow,The correct answer is yellow.,Colour words describe colour.,Listen carefully. Tap the colour word.,english-card,Yellow star and word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q015,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Tap Correct,Tap the opposite of hot.,Tap the correct answer.,big,cold,happy,red,cold,The correct answer is cold.,Think of the opposite meaning.,Listen carefully. Tap the opposite of hot.,english-card,Hot sun and cold ice picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q016,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Tap Correct,Tap the action word.,Tap the correct answer.,book,run,apple,green,run,The correct answer is run.,Action words show doing.,Listen carefully. Tap the action word.,english-card,Run action picture with word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q017,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Tap Correct,Tap the fruit word.,Tap the correct answer.,chair,fish,apple,bag,apple,The correct answer is apple.,Fruit can be eaten.,Listen carefully. Tap the fruit word.,english-card,Fruit basket with word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q018,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Fill Missing Word,The opposite of big is ___.,Type the missing word.,,,,,small,Small is the opposite of big.,Use the opposite pair.,Listen carefully. The opposite of big is ___.,english-card,Big tree and small plant picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q019,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Fill Missing Word,A cat is an ___.,Type the missing word.,,,,,animal,A cat is an animal.,Think about the group.,Listen carefully. A cat is an ___.,english-card,Cat picture and category card.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q020,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Fill Missing Word,Blue is a ___.,Type the missing word.,,,,,colour,Blue is a colour.,Colour words tell colour.,Listen carefully. Blue is a ___.,english-card,Blue paint card.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q021,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Fill Missing Word,Run is an ___ word.,Type the missing word.,,,,,action,Run is an action word.,Action means doing.,Listen carefully. Run is an ___ word.,english-card,Child running picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q022,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Fill Missing Word,An apple is a ___.,Type the missing word.,,,,,fruit,An apple is a fruit.,Think about foods.,Listen carefully. An apple is a ___.,english-card,Apple in a fruit basket.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q023,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Text Input,Type the opposite of sad.,Type the answer.,,,,,happy,Happy is the opposite of sad.,Look at the feeling.,Listen carefully. Type the opposite of sad.,english-card,Sad face and happy face cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q024,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Text Input,Type a colour word shown: red apple.,Type the answer.,,,,,red,The apple is red.,Type the colour.,Listen carefully. Type a colour word shown: red apple.,english-card,Red apple picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q025,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Text Input,"Type the category: dog, cat, fish are ___.",Type the answer.,,,,,animals,"Dog, cat, and fish are animals.",Find the group name.,"Listen carefully. Type the category: dog, cat, fish are ___.",english-card,"Dog, cat, fish picture cards.",Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q026,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,Text Input,Type the action word in: I jump.,Type the answer.,,,,,jump,Jump is the action word.,What can you do?,Listen carefully. Type the action word in: I jump.,english-card,Child jumping with sentence.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q027,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,True / False,Small is the opposite of big.,Choose True or False.,True,False,,,True,Small and big are opposites.,Opposites are different.,Listen carefully. Small is the opposite of big.,english-card,Big and small picture cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q028,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,True / False,Blue is an animal.,Choose True or False.,True,False,,,False,"Blue is a colour, not an animal.",Check the category.,Listen carefully. Blue is an animal.,english-card,Blue colour card.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q029,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,True / False,Apple is a fruit.,Choose True or False.,True,False,,,True,Apple is a fruit.,Use the category clue.,Listen carefully. Apple is a fruit.,english-card,Apple in fruit basket.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L09-Q030,English,1,forest-world,9,Vocabulary Builder,Build useful English vocabulary.,"KSSR Year 1 English: expand vocabulary for people, places, objects, actions, and descriptions.",Cambridge Primary English Stage 1: develop vocabulary and word meaning through familiar contexts.,True / False,Run is a colour word.,Choose True or False.,True,False,,,False,Run is an action word.,Can you do it? Then it may be an action.,Listen carefully. Run is a colour word.,english-card,Child running with word run.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
