Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L02-Q011,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Match Pairs,Match letter and word.,Match each item to its partner.,j = jam,k = kite,l = lamp,,j = jam; k = kite; l = lamp,"These pairs match: j = jam, k = kite, l = lamp.",Match one pair at a time.,Listen carefully. Match letter and word.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q012,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Tap Correct,Tap the word that starts with /m/.,Tap the correct answer.,moon,dog,fish,sun,moon,The correct answer is moon.,Moon starts with /m/.,Listen carefully. Tap the word that starts with /m/.,english-card,Four object picture cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q013,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Tap Correct,Tap the picture word that starts with /t/.,Tap the correct answer.,cat,tiger,apple,ball,tiger,The correct answer is tiger.,Tiger starts with /t/.,Listen carefully. Tap the picture word that starts with /t/.,english-card,"Picture cards for cat, tiger, apple, ball.",Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q014,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Tap Correct,Tap the letter for the first sound in apple.,Tap the correct answer.,a,b,c,d,a,The correct answer is a.,Apple begins with /a/.,Listen carefully. Tap the letter for the first sound in apple.,english-card,Apple picture with letter choices.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q015,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Tap Correct,Tap the word that begins like sun.,Tap the correct answer.,sock,dog,pen,fish,sock,The correct answer is sock.,Sun and sock both begin with /s/.,Listen carefully. Tap the word that begins like sun.,english-card,"Picture cards for sock, dog, pen, fish.",Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q016,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Tap Correct,Tap the letter for the first sound in fish.,Tap the correct answer.,f,v,s,p,f,The correct answer is f.,Fish starts with f.,Listen carefully. Tap the letter for the first sound in fish.,english-card,Fish picture and letter cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q017,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Fill Missing Letter,Fill the first letter: _at,Type the missing letter.,,,,,c,"Cat starts with c, so the word is cat.",Listen for the first sound.,Listen carefully. Fill the first letter: _at,english-card,Cat picture with word card blank-at.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q018,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Fill Missing Letter,Fill the first letter: _og,Type the missing letter.,,,,,d,Dog starts with d.,Say dog slowly.,Listen carefully. Fill the first letter: _og,english-card,Dog picture with word card blank-og.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q019,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Fill Missing Letter,Fill the first letter: _un,Type the missing letter.,,,,,s,Sun starts with s.,The first sound is /s/.,Listen carefully. Fill the first letter: _un,english-card,Sun picture with word card blank-un.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q020,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Fill Missing Letter,Fill the first letter: _en,Type the missing letter.,,,,,p,Pen starts with p.,Listen for /p/.,Listen carefully. Fill the first letter: _en,english-card,Pen picture with word card blank-en.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q021,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Fill Missing Letter,Fill the first letter: _ish,Type the missing letter.,,,,,f,Fish starts with f.,The first letter is f.,Listen carefully. Fill the first letter: _ish,english-card,Fish picture with word card blank-ish.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q022,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Text Input,Type the first letter in ball.,Type the answer.,,,,,b,Ball begins with b.,Say /b/ ball.,Listen carefully. Type the first letter in ball.,english-card,Ball picture with first-letter answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q023,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Text Input,Type the first letter in moon.,Type the answer.,,,,,m,Moon begins with m.,Listen to the first sound.,Listen carefully. Type the first letter in moon.,english-card,Moon picture with first-letter answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q024,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Text Input,Type the first letter in tiger.,Type the answer.,,,,,t,Tiger begins with t.,The first sound is /t/.,Listen carefully. Type the first letter in tiger.,english-card,Tiger picture with first-letter answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q025,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,Text Input,Type the first letter in van.,Type the answer.,,,,,v,Van begins with v.,Use the first sound.,Listen carefully. Type the first letter in van.,english-card,Van picture with first-letter answer box.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q026,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,True / False,Cat begins with c.,Choose True or False.,True,False,,,True,Cat begins with c.,Check the first sound.,Listen carefully. Cat begins with c.,english-card,Cat picture beside letter c.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q027,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,True / False,Dog begins with b.,Choose True or False.,True,False,,,False,"Dog begins with d, not b.",Say dog slowly.,Listen carefully. Dog begins with b.,english-card,Dog picture beside letters d and b.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q028,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,True / False,Sun begins with s.,Choose True or False.,True,False,,,True,Sun begins with s.,The first sound is /s/.,Listen carefully. Sun begins with s.,english-card,Sun picture beside letter s.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q029,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,True / False,Fish begins with p.,Choose True or False.,True,False,,,False,Fish begins with f.,Listen again: fish.,Listen carefully. Fish begins with p.,english-card,Fish picture beside letters f and p.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L02-Q030,English,1,forest-world,2,Letter Sounds,Recognise common beginning sounds.,KSSR Year 1 English: listen to and recognise initial sounds in familiar words.,Cambridge Primary English Stage 1: use phonics to connect sounds and letters in simple words.,True / False,Pen begins with p.,Choose True or False.,True,False,,,True,Pen begins with p.,Good phonics listening.,Listen carefully. Pen begins with p.,english-card,Pen picture beside letter p.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
