Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L05-Q011,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Tap Correct,Tap the word see.,Tap the correct answer.,sea,see,she,say,see,The correct answer is see.,Sight words may not sound how they look.,Listen carefully. Tap the word see.,english-card,Sight word cards with similar-looking words.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q012,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Tap Correct,Tap the word my.,Tap the correct answer.,me,may,my,am,my,The correct answer is my.,My has two letters.,Listen carefully. Tap the word my.,english-card,Sight word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q013,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Tap Correct,Tap the word that completes: I ___ dogs.,Tap the correct answer.,like,go,to,the,like,The correct answer is like.,I like dogs makes sense.,Listen carefully. Tap the word that completes: I ___ dogs.,english-card,Sentence strip I blank dogs with dogs picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q014,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Tap Correct,Tap the sight word in: The cat is big.,Tap the correct answer.,cat,the,big,mat,the,The correct answer is the.,The is a common sight word.,Listen carefully. Tap the sight word in: The cat is big.,english-card,Sentence card The cat is big.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q015,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Tap Correct,Tap the word can.,Tap the correct answer.,can,cat,cup,cap,can,The correct answer is can.,Can ends with n.,Listen carefully. Tap the word can.,english-card,Four short word cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q016,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,I ___ a bird.,Type the missing word.,,,,,see,I see a bird makes sense.,Use the word that means look.,Listen carefully. I ___ a bird.,english-card,Sentence strip I blank a bird with bird picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q017,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,This is ___ hat.,Type the missing word.,,,,,my,This is my hat makes sense.,My shows belonging.,Listen carefully. This is ___ hat.,english-card,Sentence strip This is blank hat.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q018,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,It ___ red.,Type the missing word.,,,,,is,It is red is correct.,Use is to tell what it is like.,Listen carefully. It ___ red.,english-card,Red ball picture with sentence It blank red.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q019,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,We ___ go.,Type the missing word.,,,,,can,We can go makes sense.,Can shows able to do something.,Listen carefully. We ___ go.,english-card,Children walking with sentence We blank go.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q020,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,I ___ apples.,Type the missing word.,,,,,like,I like apples makes sense.,Like tells what you enjoy.,Listen carefully. I ___ apples.,english-card,Apple picture with sentence I blank apples.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q021,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,Go ___ school.,Type the missing word.,,,,,to,Go to school is correct.,To can show direction.,Listen carefully. Go ___ school.,english-card,School picture with sentence Go blank school.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q022,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Fill Missing Word,___ dog is big.,Type the missing word.,,,,,The,The dog is big is a correct sentence.,The can start a sentence.,Listen carefully. ___ dog is big.,english-card,Big dog picture with blank dog is big.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q023,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Text Input,Type the sight word that means look: I ___ a cat.,Type the answer.,,,,,see,See means look.,The answer is a sight word.,Listen carefully. Type the sight word that means look: I ___ a cat.,english-card,Sentence strip and cat picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q024,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Text Input,Type the sight word: ___ can go.,Type the answer.,,,,,We,We can go is correct.,Start the sentence with a capital letter if you can.,Listen carefully. Type the sight word: ___ can go.,english-card,Sentence strip blank can go.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q025,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,Text Input,Type the sight word in: I like it.,Type the answer.,,,,,it,It is a sight word in the sentence.,Find the exact word.,Listen carefully. Type the sight word in: I like it.,english-card,Sentence card I like it.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q026,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,True / False,The word see can mean look.,Choose True or False.,True,False,,,True,See means look with your eyes.,Use meaning to check.,Listen carefully. The word see can mean look.,english-card,Eyes looking at a bird with word see.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q027,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,True / False,My means it belongs to someone else only.,Choose True or False.,True,False,,,False,My means it belongs to me.,My tells ownership.,Listen carefully. My means it belongs to someone else only.,english-card,Child holding a bag labelled my bag.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q028,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,True / False,We can go is a simple sentence.,Choose True or False.,True,False,,,True,We can go is a simple sentence.,It tells a complete idea.,Listen carefully. We can go is a simple sentence.,english-card,Sentence card We can go.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q029,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,True / False,The word like means hate.,Choose True or False.,True,False,,,False,Like means enjoy.,Use the picture feeling.,Listen carefully. The word like means hate.,english-card,Happy child with apples and word like.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L05-Q030,English,1,forest-world,5,Sight Words,Recognise common Year 1 sight words.,KSSR Year 1 English: recognise and use common words in simple phrases and sentences.,Cambridge Primary English Stage 1: read and understand common words in simple texts.,True / False,It is hot makes sense.,Choose True or False.,True,False,,,True,It is hot is a correct sentence.,Read it aloud.,Listen carefully. It is hot makes sense.,english-card,Hot sun picture with sentence It is hot.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
