Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L01-Q011,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Match Pairs,These small letters need capital partners.,Match each lowercase letter to uppercase.,h = H,l = L,o = O,,h = H; l = L; o = O,"The lowercase letters h, l, and o match H, L, and O.",Small letters can still find their capitals.,"Match h with H, l with L, and o with O.",match pairs,Lowercase h l o cards connect to uppercase H L O cards.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q012,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Tap Correct,Tap capital B.,Tap the correct letter card.,A,B,C,E,B,Capital B has one tall line and two round bumps.,Look for the card with two bumps.,Find the capital B card. Tap it when you see the two round parts.,tap card,Four uppercase cards with B highlighted after a correct tap.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q013,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Tap Correct,Touch the small s card.,Tap lowercase s.,S,s,c,z,s,Lowercase s is the small curvy letter.,Uppercase S is taller than small s.,Look for the smaller curvy s. Tap that card.,tap card,Cards S s c z with lowercase s highlighted after the answer.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q014,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Tap Correct,Which lowercase card matches capital T?,Tap the lowercase partner.,f,t,l,i,t,Capital T matches lowercase t because they share a name.,Listen to the letter name T.,Capital T needs small t. Choose the matching letter name.,case match,Capital T beside lowercase choices f t l i with t highlighted.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q015,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Tap Correct,Start at A. Tap the next letter.,Tap the letter after A.,B,H,K,L,B,A moves forward one step to B.,Next means go forward one place.,Start at A and take one step forward. You land on B.,alphabet path,A simple A to B arrow with B highlighted after the tap.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q016,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Tap Correct,N has a neighbour before it. Tap that letter.,Tap the letter before N.,L,M,O,P,M,M comes just before N in alphabet order.,Before means step backward once.,"Look at L, M, N. The letter before N is M.",alphabet path,A mini path L M N O with M highlighted as before N.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q017,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Fill Missing Letter,Complete the alphabet path: A _ C,Type the missing letter.,,,,,B,"A, B, C is the beginning of the alphabet path.",Fill the middle sound you hear.,"Say A, B, C. The missing letter is B.",missing letter,Three stepping stones A blank C with B appearing after the answer.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q018,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Fill Missing Letter,What letter completes R _ T?,Type the missing letter.,,,,,S,"R, S, T keeps the letters in order.",Look between the two letters.,"Say R, S, T. S belongs in the empty space.",missing letter,Sequence cards R blank T with S highlighted in the middle.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q019,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Fill Missing Letter,Fill the lowercase trail: m _ o,Type the lowercase missing letter.,,,,,n,"m, n, o follows the same alphabet order.",Lowercase letters follow the same path.,"Read the lowercase trail m, n, o. The answer is n.",missing letter,Lowercase letter trail m blank o with n appearing after the response.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q020,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Fill Missing Letter,The alphabet ends X _ Z. What is missing?,Type the missing letter.,,,,,Y,"X, Y, Z are the final three alphabet letters.",Y sits between X and Z.,"At the end of the alphabet we say X, Y, Z.",missing letter,Final alphabet cards X blank Z with Y glowing in the blank.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q021,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Text Input,Type the small partner for A.,Enter one lowercase letter.,,,,,a,The lowercase partner for capital A is a.,Use the little shape of the same letter.,Type small a. It matches the capital A.,text input,Capital A with an empty answer box for lowercase a.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q022,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Text Input,Type the capital partner for m.,Enter one uppercase letter.,,,,,M,The capital partner for lowercase m is M.,"Make the letter big, not different.",Type capital M. It is the big form of m.,text input,Lowercase m beside an empty answer box for capital M.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q023,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Text Input,Write the letter that follows P.,Enter the next uppercase letter.,,,,,Q,The alphabet moves from P to Q.,Forward one step gives the next letter.,"After P, the next letter is Q. Type Q.",text input,Alphabet tiles P blank with Q revealed after the answer.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q024,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Text Input,Write the letter just before E.,Enter the previous uppercase letter.,,,,,D,D is the letter that comes before E.,Step back one place on the alphabet path.,"Before E, we say D. Type D in the box.",text input,Alphabet tiles D E with D highlighted as the previous letter.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q025,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",Text Input,Type the lowercase match for T.,Enter one lowercase letter.,,,,,t,Capital T and lowercase t are the same letter name.,"Keep the sound, change the size.",Type small t. It matches the capital T.,text input,Capital T card with an empty response box for lowercase t.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q026,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",True / False,A and a name the same letter.,Choose True or False.,True,False,,,True,A and a are matching forms of one letter.,Big and small forms can belong together.,"A and a look different, but they name the same letter.",true false,A large A and small a connected with a matching line.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q027,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",True / False,B and d are matching letters.,Choose True or False.,True,False,,,False,"B matches b, but d is a different letter.",Check both the name and the shape.,B does not match d. B matches small b.,true false,Capital B and lowercase d shown apart with a gentle no-match marker.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q028,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",True / False,C comes before D in the alphabet.,Choose True or False.,True,False,,,True,"Alphabet order says C first, then D.",Read the alphabet from left to right.,C comes before D. That statement is true.,true false,A short alphabet strip C D with an arrow moving from C to D.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q029,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",True / False,T comes right before S.,Choose True or False.,True,False,,,False,"S appears before T, so the sentence is false.",Use the alphabet path to check order.,"Look at S, then T. T does not come before S.",true false,Alphabet strip S T with S shown before T to correct the statement.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
ENG-Y1-FW-L01-Q030,English,1,forest-world,1,Alphabet Recognition,Recognise uppercase and lowercase letters.,KSSR Year 1 English: recognise and name letters of the alphabet and connect letters to early reading.,"Cambridge Primary English Stage 1: identify letters, print concepts, and simple alphabet knowledge.",True / False,M and m are a matching pair.,Choose True or False.,True,False,,,True,M and m are capital and lowercase forms of M.,Same letter name means they match.,M and m go together. One is big and one is small.,true false,Capital M and lowercase m inside a matching pair frame.,Easy,10,Approved,1.0.0,Optimized Level 1 review wording
