Question ID,Subject,Year,World,Level,Topic,Learning Objective,Curriculum Alignment,Cambridge Alignment,Question Type,Question,Instructions,Option A,Option B,Option C,Option D,Correct Answer,Explanation,LearnBot Tip,Voice Script,Visual Type,Visual Description,Difficulty,XP,Status,Version,QA Notes
ENG-Y1-FW-L06-Q011,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Match Pairs,Match capital starts to sentence endings.,Match each item to its partner.,I = see a fish.,We = can go.,The cat = is small.,,I = see a fish.; We = can go.; The cat = is small.,"These pairs match: I = see a fish., We = can go., The cat = is small..",Match one pair at a time.,Listen carefully. Match capital starts to sentence endings.,english-card,A set of child-friendly pair cards arranged in two columns.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q012,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Tap Correct,Tap the sentence that matches the picture.,Tap the correct answer.,I see a fish.,I see a hat.,I see a bus.,I see a tree.,I see a fish.,The correct answer is I see a fish..,Read each sentence carefully.,Listen carefully. Tap the sentence that matches the picture.,english-card,Fish picture above sentence choices.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q013,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Tap Correct,Tap the word that completes: The bird ___.,Tap the correct answer.,runs,flies,reads,drinks,flies,The correct answer is flies.,Choose the action in the picture.,Listen carefully. Tap the word that completes: The bird ___.,english-card,Bird flying picture with sentence The bird blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q014,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Tap Correct,Tap the sentence with a full stop.,Tap the correct answer.,I see a cat,I see a cat.,I see a cat?,I see a cat!,I see a cat.,The correct answer is I see a cat..,A full stop is a dot at the end.,Listen carefully. Tap the sentence with a full stop.,english-card,Sentence punctuation cards.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q015,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Tap Correct,Tap the sentence that makes sense.,Tap the correct answer.,The cup jumps.,The fish swims.,The sun reads.,The bag eats.,The fish swims.,The correct answer is The fish swims..,Think about what can really happen.,Listen carefully. Tap the sentence that makes sense.,english-card,Four silly sentence cards with pictures.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q016,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Tap Correct,Tap the missing word: I ___ a pen.,Tap the correct answer.,see,hot,red,dog,see,The correct answer is see.,Use a word that makes a sentence.,Listen carefully. Tap the missing word: I ___ a pen.,english-card,Child looking at a pen.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q017,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Fill Missing Word,I see a ___. Picture: bird.,Type the missing word.,,,,,bird,The picture shows a bird.,Name the picture.,Listen carefully. I see a ___. Picture: bird.,english-card,Bird picture with sentence I see a blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q018,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Fill Missing Word,The dog ___. Picture: dog running.,Type the missing word.,,,,,runs,Runs tells the action.,Choose the action word.,Listen carefully. The dog ___. Picture: dog running.,english-card,Dog running picture with sentence The dog blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q019,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Fill Missing Word,My bag is ___. Picture: blue bag.,Type the missing word.,,,,,blue,Blue describes the bag.,Use the colour word.,Listen carefully. My bag is ___. Picture: blue bag.,english-card,Blue bag picture with sentence My bag is blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q020,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Fill Missing Word,We can ___. Picture: children go.,Type the missing word.,,,,,go,We can go makes sense.,Read the sentence aloud.,Listen carefully. We can ___. Picture: children go.,english-card,Children walking with sentence We can blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q021,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Fill Missing Word,It is ___. Picture: hot sun.,Type the missing word.,,,,,hot,The picture shows hot weather.,Use the picture clue.,Listen carefully. It is ___. Picture: hot sun.,english-card,Hot sun picture with sentence It is blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q022,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Fill Missing Word,The cat is ___. Picture: small cat.,Type the missing word.,,,,,small,Small describes the cat.,Choose the describing word.,Listen carefully. The cat is ___. Picture: small cat.,english-card,Small cat picture with sentence The cat is blank.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q023,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Text Input,Type the missing word: I see a ___. Picture: bus.,Type the answer.,,,,,bus,The picture shows a bus.,Type the picture name.,Listen carefully. Type the missing word: I see a ___. Picture: bus.,english-card,Bus picture and sentence strip.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q024,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Text Input,Type the action word: The fish ___.,Type the answer.,,,,,swims,A fish swims.,Use the action in the picture.,Listen carefully. Type the action word: The fish ___.,english-card,Fish swimming picture with sentence.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q025,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Text Input,Type the colour word: My hat is ___. Picture: red hat.,Type the answer.,,,,,red,The hat is red.,Type the colour.,Listen carefully. Type the colour word: My hat is ___. Picture: red hat.,english-card,Red hat picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q026,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,Text Input,Type the missing word: We can ___.,Type the answer.,,,,,go,We can go is a simple sentence.,Use a word that completes the idea.,Listen carefully. Type the missing word: We can ___.,english-card,Children going to school.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q027,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,True / False,A sentence should start with a capital letter.,Choose True or False.,True,False,,,True,Sentences start with a capital letter.,Check the first letter.,Listen carefully. A sentence should start with a capital letter.,english-card,Sentence card with capital I highlighted.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q028,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,True / False,The dog runs is a simple sentence.,Choose True or False.,True,False,,,True,The dog runs tells a complete idea.,It has who and what happens.,Listen carefully. The dog runs is a simple sentence.,english-card,Dog running picture with sentence.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q029,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,True / False,I see a cat matches a bus picture.,Choose True or False.,True,False,,,False,A cat sentence does not match a bus picture.,Check the picture.,Listen carefully. I see a cat matches a bus picture.,english-card,Cat sentence beside bus picture.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
ENG-Y1-FW-L06-Q030,English,1,forest-world,6,Simple Sentences,Read simple subject-verb-object sentences.,KSSR Year 1 English: understand and produce simple sentences with familiar vocabulary.,Cambridge Primary English Stage 1: read and respond to simple sentence meanings.,True / False,It is hot matches a hot sun picture.,Choose True or False.,True,False,,,True,The picture and sentence match.,Use picture and words together.,Listen carefully. It is hot matches a hot sun picture.,english-card,Hot sun picture with sentence.,Easy,10,Review,1.0.0,Review by English educator before approval. Not active in gameplay.
