Question ID,Question Pool Version,Status,Subject,Year,World,Level,Topic,Subtopic,Learning Objective,Difficulty,Question Type,Question,Visual Object,Visual Description,Option A,Option B,Option C,Option D,Correct Answer,Step 1,Step 2,Step 3,Final Explanation,LearnBot Tip,Assessment Eligible,Curriculum Alignment,Estimated Time (Seconds),Visual Asset Required,Voice Script,Reviewer,Review Status,Review Date,Version Notes
FW-Y1-L01-Q017,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number sequence,Find missing numbers in a sequence.,Easy,Fill Missing Number,"Fill in the missing number: 7, 8, __, 10.",number path,"Show forest stepping stones labelled 7, 8, __, 10.",,,,,9,Read the numbers in order.,Count forward to find the blank.,The missing number is 9.,The correct answer is 9.,A blank is like an empty step on the path.,Yes,KSSR,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 9.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q018,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number sequence,Find missing numbers in a sequence.,Easy,Fill Missing Number,"Fill in the missing number: 1, __, 3.",number path,"Show forest stepping stones labelled 1, __, 3.",,,,,2,Read the numbers in order.,Count forward to find the blank.,The missing number is 2.,The correct answer is 2.,A blank is like an empty step on the path.,Yes,KSSR,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 2.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q019,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number sequence,Find missing numbers in a sequence.,Easy,Fill Missing Number,"Fill in the missing number: 8, __, 10.",number path,"Show forest stepping stones labelled 8, __, 10.",,,,,9,Read the numbers in order.,Count forward to find the blank.,The missing number is 9.,The correct answer is 9.,A blank is like an empty step on the path.,Yes,KSSR,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 9.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q020,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number sequence,Find missing numbers in a sequence.,Easy,Fill Missing Number,"Fill in the missing number: 4, __, 6.",number path,"Show forest stepping stones labelled 4, __, 6.",,,,,5,Read the numbers in order.,Count forward to find the blank.,The missing number is 5.,The correct answer is 5.,A blank is like an empty step on the path.,Yes,KSSR,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 5.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q021,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"apple,duck,star",Show three object groups and three matching number cards.,2 apples = 2,4 ducks = 4,3 stars = 3,,2 apples=2; 4 ducks=4; 3 stars=3,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 2 apples=2; 4 ducks=4; 3 stars=3.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q022,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"flower,fish,leaf",Show three object groups and three matching number cards.,5 flowers = 5,6 fish = 6,7 leaves = 7,,5 flowers=5; 6 fish=6; 7 leaves=7,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 5 flowers=5; 6 fish=6; 7 leaves=7.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q023,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"shell,berry,ball",Show three object groups and three matching number cards.,8 shells = 8,9 berries = 9,10 balls = 10,,8 shells=8; 9 berries=9; 10 balls=10,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 8 shells=8; 9 berries=9; 10 balls=10.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q024,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"bird,orange,apple",Show three object groups and three matching number cards.,1 bird = 1,6 oranges = 6,9 apples = 9,,1 bird=1; 6 oranges=6; 9 apples=9,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 1 bird=1; 6 oranges=6; 9 apples=9.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q025,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"star,duck,flower",Show three object groups and three matching number cards.,5 stars = 5,7 ducks = 7,10 flowers = 10,,5 stars=5; 7 ducks=7; 10 flowers=10,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 5 stars=5; 7 ducks=7; 10 flowers=10.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q026,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"apple,duck,star",Show three object groups and three matching number cards.,2 apples = 2,4 ducks = 4,3 stars = 3,,2 apples=2; 4 ducks=4; 3 stars=3,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 2 apples=2; 4 ducks=4; 3 stars=3.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q027,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"flower,fish,leaf",Show three object groups and three matching number cards.,5 flowers = 5,6 fish = 6,7 leaves = 7,,5 flowers=5; 6 fish=6; 7 leaves=7,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 5 flowers=5; 6 fish=6; 7 leaves=7.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q028,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"shell,berry,ball",Show three object groups and three matching number cards.,8 shells = 8,9 berries = 9,10 balls = 10,,8 shells=8; 9 berries=9; 10 balls=10,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 8 shells=8; 9 berries=9; 10 balls=10.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q029,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"bird,orange,apple",Show three object groups and three matching number cards.,1 bird = 1,6 oranges = 6,9 apples = 9,,1 bird=1; 6 oranges=6; 9 apples=9,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 1 bird=1; 6 oranges=6; 9 apples=9.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L01-Q030,v1.0,Review,Mathematics,Year 1,Forest World,Level 01,Number Recognition,Number-object matching,Match object groups to number symbols.,Easy,Match Pairs,Match each group to the correct number.,"star,duck,flower",Show three object groups and three matching number cards.,5 stars = 5,7 ducks = 7,10 flowers = 10,,5 stars=5; 7 ducks=7; 10 flowers=10,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 5 stars=5; 7 ducks=7; 10 flowers=10.,Finish one match before starting the next.,No,KSSR,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Pending,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
