Question ID,Question Pool Version,Status,Subject,Year,World,Level,Topic,Subtopic,Learning Objective,Difficulty,Question Type,Question,Visual Object,Visual Description,Option A,Option B,Option C,Option D,Correct Answer,Step 1,Step 2,Step 3,Final Explanation,LearnBot Tip,Assessment Eligible,Curriculum Alignment,Estimated Time (Seconds),Visual Asset Required,Voice Script,Reviewer,Review Status,Review Date,Version Notes
FW-Y1-L04-Q011,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Multiple Choice,1 apple plus 3 more apples. How many apples altogether?,apple,"Show 1 apple + 3 apples = 4. Use a plus sign, never 'or'.",3,4,5,,4,Start with 1 apple.,Add 3 more apples.,Count all: 4.,The correct answer is 4.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 1 apple. Add 3 more apples. Count all: 4.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q012,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Multiple Choice,2 stars plus 4 more stars. How many stars altogether?,star,"Show 2 stars + 4 stars = 6. Use a plus sign, never 'or'.",5,6,7,,6,Start with 2 stars.,Add 4 more stars.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 2 stars. Add 4 more stars. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q013,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Count & Type,Count all the oranges. Type the answer.,orange,"Show 3 oranges + 3 oranges = 6. Use a plus sign, never 'or'.",,,,,6,Start with 3 oranges.,Add 3 more oranges.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 3 oranges. Add 3 more oranges. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q014,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Count & Type,Count all the fish. Type the answer.,fish,"Show 3 fish + 3 fish = 6. Use a plus sign, never 'or'.",,,,,6,Start with 3 fish.,Add 3 more fish.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 3 fish. Add 3 more fish. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q015,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Count & Type,Count all the flowers. Type the answer.,flower,"Show 3 flowers + 3 flowers = 6. Use a plus sign, never 'or'.",,,,,6,Start with 3 flowers.,Add 3 more flowers.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 3 flowers. Add 3 more flowers. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q016,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Count & Type,Count all the ducks. Type the answer.,duck,"Show 4 ducks + 2 ducks = 6. Use a plus sign, never 'or'.",,,,,6,Start with 4 ducks.,Add 2 more ducks.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 4 ducks. Add 2 more ducks. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q017,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Count & Type,Count all the leaves. Type the answer.,leaf,"Show 5 leaves + 1 leaf = 6. Use a plus sign, never 'or'.",,,,,6,Start with 5 leaves.,Add 1 more leaves.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 5 leaves. Add 1 more leaves. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q018,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Count & Type,Count all the shells. Type the answer.,shell,"Show 2 shells + 4 shells = 6. Use a plus sign, never 'or'.",,,,,6,Start with 2 shells.,Add 4 more shells.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 2 shells. Add 4 more shells. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q019,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Fill Missing Number,Fill in the missing number: 2 + 4 = __.,berry,"Show 2 berries + 4 berries = 6. Use a plus sign, never 'or'.",,,,,6,Start with 2 berries.,Add 4 more berries.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 2 berries. Add 4 more berries. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q020,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Fill Missing Number,Fill in the missing number: 3 + 3 = __.,ball,"Show 3 balls + 3 balls = 6. Use a plus sign, never 'or'.",,,,,6,Start with 3 balls.,Add 3 more balls.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 3 balls. Add 3 more balls. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q021,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Fill Missing Number,Fill in the missing number: 1 + 5 = __.,apple,"Show 1 apple + 5 apples = 6. Use a plus sign, never 'or'.",,,,,6,Start with 1 apple.,Add 5 more apples.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 1 apple. Add 5 more apples. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q022,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Fill Missing Number,Fill in the missing number: 1 + 5 = __.,star,"Show 1 star + 5 stars = 6. Use a plus sign, never 'or'.",,,,,6,Start with 1 star.,Add 5 more stars.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 1 star. Add 5 more stars. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q023,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Fill Missing Number,Fill in the missing number: 4 + 2 = __.,orange,"Show 4 oranges + 2 oranges = 6. Use a plus sign, never 'or'.",,,,,6,Start with 4 oranges.,Add 2 more oranges.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 4 oranges. Add 2 more oranges. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q024,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Fill Missing Number,Fill in the missing number: 5 + 1 = __.,fish,"Show 5 fish + 1 fish = 6. Use a plus sign, never 'or'.",,,,,6,Start with 5 fish.,Add 1 more fish.,Count all: 6.,The correct answer is 6.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 5 fish. Add 1 more fish. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q025,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Tap Correct Group,Tap the group that shows 1 flower plus 5 more flowers.,flower,"Show 1 flower + 5 flowers = 6. Use a plus sign, never 'or'.",Group A: 5 flowers,Group B: 6 flowers,Group C: 7 flowers,,Group B,Start with 1 flower.,Add 5 more flowers.,Count all: 6.,The correct answer is Group B.,Addition means putting groups together.,No,Both,35,Yes,Let's solve it together. Start with 1 flower. Add 5 more flowers. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q026,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Tap Correct Group,Tap the group that shows 2 ducks plus 4 more ducks.,duck,"Show 2 ducks + 4 ducks = 6. Use a plus sign, never 'or'.",Group A: 5 ducks,Group B: 6 ducks,Group C: 7 ducks,,Group B,Start with 2 ducks.,Add 4 more ducks.,Count all: 6.,The correct answer is Group B.,Addition means putting groups together.,No,Both,35,Yes,Let's solve it together. Start with 2 ducks. Add 4 more ducks. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q027,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Tap Correct Group,Tap the group that shows 3 leaves plus 3 more leaves.,leaf,"Show 3 leaves + 3 leaves = 6. Use a plus sign, never 'or'.",Group A: 5 leaves,Group B: 6 leaves,Group C: 7 leaves,,Group B,Start with 3 leaves.,Add 3 more leaves.,Count all: 6.,The correct answer is Group B.,Addition means putting groups together.,No,Both,35,Yes,Let's solve it together. Start with 3 leaves. Add 3 more leaves. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q028,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Tap Correct Group,Tap the group that shows 4 shells plus 2 more shells.,shell,"Show 4 shells + 2 shells = 6. Use a plus sign, never 'or'.",Group A: 5 shells,Group B: 6 shells,Group C: 7 shells,,Group B,Start with 4 shells.,Add 2 more shells.,Count all: 6.,The correct answer is Group B.,Addition means putting groups together.,No,Both,35,Yes,Let's solve it together. Start with 4 shells. Add 2 more shells. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q029,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Tap Correct Group,Tap the group that shows 5 berries plus 1 more berries.,berry,"Show 5 berries + 1 berry = 6. Use a plus sign, never 'or'.",Group A: 5 berries,Group B: 6 berries,Group C: 7 berries,,Group B,Start with 5 berries.,Add 1 more berries.,Count all: 6.,The correct answer is Group B.,Addition means putting groups together.,No,Both,35,Yes,Let's solve it together. Start with 5 berries. Add 1 more berries. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L04-Q030,v1.0,Approved,Mathematics,Year 1,Forest World,Level 04,Addition Basics,Addition within 6,Add two groups of objects within 6.,Easy,Tap Correct Group,Tap the group that shows 1 ball plus 5 more balls.,ball,"Show 1 ball + 5 balls = 6. Use a plus sign, never 'or'.",Group A: 5 balls,Group B: 6 balls,Group C: 7 balls,,Group B,Start with 1 ball.,Add 5 more balls.,Count all: 6.,The correct answer is Group B.,Addition means putting groups together.,No,Both,35,Yes,Let's solve it together. Start with 1 ball. Add 5 more balls. Count all: 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
