Question ID,Question Pool Version,Status,Subject,Year,World,Level,Topic,Subtopic,Learning Objective,Difficulty,Question Type,Question,Visual Object,Visual Description,Option A,Option B,Option C,Option D,Correct Answer,Step 1,Step 2,Step 3,Final Explanation,LearnBot Tip,Assessment Eligible,Curriculum Alignment,Estimated Time (Seconds),Visual Asset Required,Voice Script,Reviewer,Review Status,Review Date,Version Notes
FW-Y1-L07-Q011,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Tap Correct Group,Tap the group with more apples.,apple,Show Group A with 3 apples and Group B with 5 apples. Use labels.,Group A: 3 apples,Group B: 5 apples,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q012,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Tap Correct Group,Tap the group with fewer stars.,star,Show Group A with 6 stars and Group B with 2 stars. Use labels.,Group A: 6 stars,Group B: 2 stars,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q013,v1.1,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Fill Missing Number,Four ducks is the same amount as __ ducks.,duck,Show a group of 4 ducks beside an empty number box.,,,,,4,Count the ducks.,Think of the number that shows the same amount.,Type the missing number.,The missing number is 4 because 4 ducks is the same as 4 ducks.,Same amount means equal numbers.,Yes,Both,35,Yes,Let's solve it together. Count the ducks and type the number that shows the same amount.,,Approved,2026-07-11,v1.1 - Replaced answer Both with Fill Missing Number
FW-Y1-L07-Q014,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,Tap Correct Group,Tap the group with more flowers.,flower,Show Group A with 7 flowers and Group B with 9 flowers. Use labels.,Group A: 7 flowers,Group B: 9 flowers,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q015,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,Tap Correct Group,Tap the group with fewer fish.,fish,Show Group A with 8 fish and Group B with 5 fish. Use labels.,Group A: 8 fish,Group B: 5 fish,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q016,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,Tap Correct Group,Tap the group with more leaves.,leaf,Show Group A with 10 leaves and Group B with 6 leaves. Use labels.,Group A: 10 leaves,Group B: 6 leaves,,,Group A,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group A.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q017,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Tap Correct Group,Tap the group with fewer shells.,shell,Show Group A with 1 shell and Group B with 3 shells. Use labels.,Group A: 1 shell,Group B: 3 shells,,,Group A,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group A.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q018,v1.1,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,True or False,Five berries is the same amount as six berries.,berry,Show Group A with 5 berries and Group B with 6 berries. Use labels.,TRUE,FALSE,,,FALSE,Count Group A.,Count Group B.,Decide whether the totals are equal.,The statement is false because 5 and 6 are not the same.,Equal groups must have matching totals.,Yes,Both,30,Yes,Let's solve it together. Count both groups and decide whether the totals are equal.,,Approved,2026-07-11,v1.1 - Replaced answer Both with True or False
FW-Y1-L07-Q019,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,Multiple Choice,Which is more: 2 or 9?,ball,Show Group A with 2 balls and Group B with 9 balls. Use labels.,2,9,same,,9,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is 9.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q020,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,Multiple Choice,Which is fewer: 8 or 4?,bird,Show Group A with 8 birds and Group B with 4 birds. Use labels.,8,4,same,,4,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is 4.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q021,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Multiple Choice,Which is more: 3 or 5?,apple,Show Group A with 3 apples and Group B with 5 apples. Use labels.,3,5,same,,5,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is 5.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q022,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Multiple Choice,Which is fewer: 6 or 2?,star,Show Group A with 6 stars and Group B with 2 stars. Use labels.,6,2,same,,2,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is 2.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q023,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,Multiple Choice,Which is same: 4 or 4?,duck,Show Group A with 4 ducks and Group B with 4 ducks. Use labels.,4,4,same,,same,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is same.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q024,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,Multiple Choice,Which is more: 7 or 9?,flower,Show Group A with 7 flowers and Group B with 9 flowers. Use labels.,7,9,same,,9,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is 9.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q025,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,True or False,8 is less than 5. True or false?,fish,Show Group A with 8 fish and Group B with 5 fish. Use labels.,True,False,,,False,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is False.,Compare by counting both groups first.,No,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q026,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,True or False,10 is more than 6. True or false?,leaf,Show Group A with 10 leaves and Group B with 6 leaves. Use labels.,True,False,,,True,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is True.,Compare by counting both groups first.,No,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q027,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,True or False,1 is less than 3. True or false?,shell,Show Group A with 1 shell and Group B with 3 shells. Use labels.,True,False,,,True,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is True.,Compare by counting both groups first.,No,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q028,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Easy,True or False,5 is the same as 5. True or false?,berry,Show Group A with 5 berries and Group B with 5 berries. Use labels.,True,False,,,True,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is True.,Compare by counting both groups first.,No,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q029,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,True or False,2 is more than 9. True or false?,ball,Show Group A with 2 balls and Group B with 9 balls. Use labels.,True,False,,,False,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is False.,Compare by counting both groups first.,No,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L07-Q030,v1.0,Approved,Mathematics,Year 1,Forest World,Level 07,Comparison,"More, fewer, same","Compare groups and numbers using more, fewer, and same.",Medium,True or False,8 is less than 4. True or false?,bird,Show Group A with 8 birds and Group B with 4 birds. Use labels.,True,False,,,False,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is False.,Compare by counting both groups first.,No,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
