Question ID,Question Pool Version,Status,Subject,Year,World,Level,Topic,Subtopic,Learning Objective,Difficulty,Question Type,Question,Visual Object,Visual Description,Option A,Option B,Option C,Option D,Correct Answer,Step 1,Step 2,Step 3,Final Explanation,LearnBot Tip,Assessment Eligible,Curriculum Alignment,Estimated Time (Seconds),Visual Asset Required,Voice Script,Reviewer,Review Status,Review Date,Version Notes
FW-Y1-L10-Q011,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss addition,Apply addition within 10 in a story context.,Easy,Multiple Choice,3 flowers plus 2 more flowers. How many flowers altogether?,flower,"Show 3 flowers + 2 flowers = 5. Use a plus sign, never 'or'.",4,5,6,,5,Start with 3 flowers.,Add 2 more flowers.,Count all: 5.,The correct answer is 5.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 3 flowers. Add 2 more flowers. Count all: 5.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q012,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss addition,Apply addition within 10 in a story context.,Easy,Multiple Choice,4 ducks plus 1 more ducks. How many ducks altogether?,duck,"Show 4 ducks + 1 duck = 5. Use a plus sign, never 'or'.",4,5,6,,5,Start with 4 ducks.,Add 1 more ducks.,Count all: 5.,The correct answer is 5.,Addition means putting groups together.,Yes,Both,35,Yes,Let's solve it together. Start with 4 ducks. Add 1 more ducks. Count all: 5.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q013,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss comparison,Apply comparison skills in a boss challenge.,Easy,Tap Correct Group,Tap the group with more apples.,apple,Show Group A with 3 apples and Group B with 5 apples. Use labels.,Group A: 3 apples,Group B: 5 apples,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q014,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss comparison,Apply comparison skills in a boss challenge.,Easy,Tap Correct Group,Tap the group with fewer stars.,star,Show Group A with 6 stars and Group B with 2 stars. Use labels.,Group A: 6 stars,Group B: 2 stars,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q015,v1.1,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss comparison,Apply comparison skills in a boss challenge.,Easy,Multiple Choice,Boss challenge: Which comparison is correct?,duck,"Show Group A with 4 ducks and Group B with 6 ducks, plus comparison choices.",4 is greater than 6,4 is less than 6,4 is equal to 6,,4 is less than 6,Count the ducks in each group.,Compare 4 and 6.,Choose the correct comparison.,The correct comparison is 4 is less than 6.,The smaller number points to the fewer group.,Yes,Both,40,Yes,Let's solve the boss challenge. Count both groups and choose the correct comparison.,,Approved,2026-07-11,v1.1 - Replaced answer Both with single-answer boss question
FW-Y1-L10-Q016,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss comparison,Apply comparison skills in a boss challenge.,Medium,Tap Correct Group,Tap the group with more flowers.,flower,Show Group A with 7 flowers and Group B with 9 flowers. Use labels.,Group A: 7 flowers,Group B: 9 flowers,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q017,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss comparison,Apply comparison skills in a boss challenge.,Medium,Tap Correct Group,Tap the group with fewer fish.,fish,Show Group A with 8 fish and Group B with 5 fish. Use labels.,Group A: 8 fish,Group B: 5 fish,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q018,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss comparison,Apply comparison skills in a boss challenge.,Medium,Tap Correct Group,Tap the group with more leaves.,leaf,Show Group A with 10 leaves and Group B with 6 leaves. Use labels.,Group A: 10 leaves,Group B: 6 leaves,,,Group A,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group A.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q019,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss sequence,Apply number sequence skills in a boss challenge.,Easy,Fill Missing Number,"Fill in the missing number: 1, 2, __, 4.",number path,"Show forest stepping stones labelled 1, 2, __, 4.",,,,,3,Read the numbers in order.,Count forward to find the blank.,The missing number is 3.,The correct answer is 3.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 3.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q020,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss sequence,Apply number sequence skills in a boss challenge.,Easy,Fill Missing Number,"Fill in the missing number: 2, 3, __, 5.",number path,"Show forest stepping stones labelled 2, 3, __, 5.",,,,,4,Read the numbers in order.,Count forward to find the blank.,The missing number is 4.,The correct answer is 4.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 4.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q021,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss sequence,Apply number sequence skills in a boss challenge.,Easy,Fill Missing Number,"Fill in the missing number: 3, 4, __, 6.",number path,"Show forest stepping stones labelled 3, 4, __, 6.",,,,,5,Read the numbers in order.,Count forward to find the blank.,The missing number is 5.,The correct answer is 5.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 5.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q022,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss sequence,Apply number sequence skills in a boss challenge.,Easy,Fill Missing Number,"Fill in the missing number: 4, 5, __, 7.",number path,"Show forest stepping stones labelled 4, 5, __, 7.",,,,,6,Read the numbers in order.,Count forward to find the blank.,The missing number is 6.,The correct answer is 6.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q023,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss sequence,Apply number sequence skills in a boss challenge.,Easy,Fill Missing Number,"Fill in the missing number: 5, 6, __, 8.",number path,"Show forest stepping stones labelled 5, 6, __, 8.",,,,,7,Read the numbers in order.,Count forward to find the blank.,The missing number is 7.,The correct answer is 7.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 7.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q024,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss sequence,Apply number sequence skills in a boss challenge.,Easy,Fill Missing Number,"Fill in the missing number: 6, 7, __, 9.",number path,"Show forest stepping stones labelled 6, 7, __, 9.",,,,,8,Read the numbers in order.,Count forward to find the blank.,The missing number is 8.,The correct answer is 8.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 8.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q025,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss matching,Apply matching skills in a boss challenge.,Easy,Match Pairs,Match each group to the correct number.,"apple,duck,star",Show three object groups and three matching number cards.,2 apples = 2,4 ducks = 4,3 stars = 3,,2 apples=2; 4 ducks=4; 3 stars=3,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 2 apples=2; 4 ducks=4; 3 stars=3.,Finish one match before starting the next.,No,Both,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q026,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss matching,Apply matching skills in a boss challenge.,Easy,Match Pairs,Match each group to the correct number.,"flower,fish,leaf",Show three object groups and three matching number cards.,5 flowers = 5,6 fish = 6,7 leaves = 7,,5 flowers=5; 6 fish=6; 7 leaves=7,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 5 flowers=5; 6 fish=6; 7 leaves=7.,Finish one match before starting the next.,No,Both,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q027,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss matching,Apply matching skills in a boss challenge.,Easy,Match Pairs,Match each group to the correct number.,"shell,berry,ball",Show three object groups and three matching number cards.,8 shells = 8,9 berries = 9,10 balls = 10,,8 shells=8; 9 berries=9; 10 balls=10,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 8 shells=8; 9 berries=9; 10 balls=10.,Finish one match before starting the next.,No,Both,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q028,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss matching,Apply matching skills in a boss challenge.,Easy,Match Pairs,Match each group to the correct number.,"bird,orange,apple",Show three object groups and three matching number cards.,1 bird = 1,6 oranges = 6,9 apples = 9,,1 bird=1; 6 oranges=6; 9 apples=9,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 1 bird=1; 6 oranges=6; 9 apples=9.,Finish one match before starting the next.,No,Both,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q029,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss matching,Apply matching skills in a boss challenge.,Easy,Match Pairs,Match each group to the correct number.,"star,duck,flower",Show three object groups and three matching number cards.,5 stars = 5,7 ducks = 7,10 flowers = 10,,5 stars=5; 7 ducks=7; 10 flowers=10,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 5 stars=5; 7 ducks=7; 10 flowers=10.,Finish one match before starting the next.,No,Both,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L10-Q030,v1.0,Approved,Mathematics,Year 1,Forest World,Level 10,Boss Challenge,Boss matching,Apply matching skills in a boss challenge.,Easy,Match Pairs,Match each group to the correct number.,"apple,duck,star",Show three object groups and three matching number cards.,2 apples = 2,4 ducks = 4,3 stars = 3,,2 apples=2; 4 ducks=4; 3 stars=3,Choose one group.,Count the objects.,Match it to the same number.,The correct answer is 2 apples=2; 4 ducks=4; 3 stars=3.,Finish one match before starting the next.,No,Both,50,Yes,Let's solve it together. Choose one group. Count the objects. Match it to the same number.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
