Question ID,Question Pool Version,Status,Subject,Year,World,Level,Topic,Subtopic,Learning Objective,Difficulty,Question Type,Question,Visual Object,Visual Description,Option A,Option B,Option C,Option D,Correct Answer,Step 1,Step 2,Step 3,Final Explanation,LearnBot Tip,Assessment Eligible,Curriculum Alignment,Estimated Time (Seconds),Visual Asset Required,Voice Script,Reviewer,Review Status,Review Date,Version Notes
FW-Y1-L02-Q011,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 1, 2, __, 4.",number path,"Show forest stepping stones labelled 1, 2, __, 4.",,,,,3,Read the numbers in order.,Count forward to find the blank.,The missing number is 3.,The correct answer is 3.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 3.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q012,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 2, 3, __, 5.",number path,"Show forest stepping stones labelled 2, 3, __, 5.",,,,,4,Read the numbers in order.,Count forward to find the blank.,The missing number is 4.,The correct answer is 4.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 4.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q013,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 3, 4, __, 6.",number path,"Show forest stepping stones labelled 3, 4, __, 6.",,,,,5,Read the numbers in order.,Count forward to find the blank.,The missing number is 5.,The correct answer is 5.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 5.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q014,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 4, 5, __, 7.",number path,"Show forest stepping stones labelled 4, 5, __, 7.",,,,,6,Read the numbers in order.,Count forward to find the blank.,The missing number is 6.,The correct answer is 6.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 6.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q015,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 5, 6, __, 8.",number path,"Show forest stepping stones labelled 5, 6, __, 8.",,,,,7,Read the numbers in order.,Count forward to find the blank.,The missing number is 7.,The correct answer is 7.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 7.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q016,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 6, 7, __, 9.",number path,"Show forest stepping stones labelled 6, 7, __, 9.",,,,,8,Read the numbers in order.,Count forward to find the blank.,The missing number is 8.,The correct answer is 8.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 8.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q017,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 7, 8, __, 10.",number path,"Show forest stepping stones labelled 7, 8, __, 10.",,,,,9,Read the numbers in order.,Count forward to find the blank.,The missing number is 9.,The correct answer is 9.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 9.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q018,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 1, __, 3.",number path,"Show forest stepping stones labelled 1, __, 3.",,,,,2,Read the numbers in order.,Count forward to find the blank.,The missing number is 2.,The correct answer is 2.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 2.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q019,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 8, __, 10.",number path,"Show forest stepping stones labelled 8, __, 10.",,,,,9,Read the numbers in order.,Count forward to find the blank.,The missing number is 9.,The correct answer is 9.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 9.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q020,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Number sequence,Complete simple number sequences within 10.,Easy,Fill Missing Number,"Fill in the missing number: 4, __, 6.",number path,"Show forest stepping stones labelled 4, __, 6.",,,,,5,Read the numbers in order.,Count forward to find the blank.,The missing number is 5.,The correct answer is 5.,A blank is like an empty step on the path.,Yes,Both,30,Yes,Let's solve it together. Read the numbers in order. Count forward to find the blank. The missing number is 5.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q021,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Easy,Tap Correct Group,Tap the group with more apples.,apple,Show Group A with 3 apples and Group B with 5 apples. Use labels.,Group A: 3 apples,Group B: 5 apples,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q022,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Easy,Tap Correct Group,Tap the group with fewer stars.,star,Show Group A with 6 stars and Group B with 2 stars. Use labels.,Group A: 6 stars,Group B: 2 stars,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q023,v1.1,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Easy,True or False,Four ducks are fewer than six ducks.,duck,Show Group A with 4 ducks and Group B with 6 ducks. Use labels.,TRUE,FALSE,,,TRUE,Count the ducks in Group A.,Count the ducks in Group B.,Compare 4 and 6.,The statement is true because 4 ducks are fewer than 6 ducks.,Fewer means the group has a smaller number.,Yes,Both,30,Yes,Let's solve it together. Count both groups and decide whether 4 is fewer than 6.,,Approved,2026-07-11,v1.1 - Replaced answer Both with single-answer True or False question
FW-Y1-L02-Q024,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Medium,Tap Correct Group,Tap the group with more flowers.,flower,Show Group A with 7 flowers and Group B with 9 flowers. Use labels.,Group A: 7 flowers,Group B: 9 flowers,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q025,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Medium,Tap Correct Group,Tap the group with fewer fish.,fish,Show Group A with 8 fish and Group B with 5 fish. Use labels.,Group A: 8 fish,Group B: 5 fish,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q026,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Medium,Tap Correct Group,Tap the group with more leaves.,leaf,Show Group A with 10 leaves and Group B with 6 leaves. Use labels.,Group A: 10 leaves,Group B: 6 leaves,,,Group A,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group A.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q027,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Easy,Tap Correct Group,Tap the group with fewer shells.,shell,Show Group A with 1 shell and Group B with 3 shells. Use labels.,Group A: 1 shell,Group B: 3 shells,,,Group A,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group A.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q028,v1.1,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Easy,Multiple Choice,Which group has more berries?,berry,Show Group A with 5 berries and Group B with 7 berries. Use labels.,Group A: 5 berries,Group B: 7 berries,They are the same,,Group B: 7 berries,Count the berries in Group A.,Count the berries in Group B.,Choose the group with the larger total.,Group B has more berries because 7 is greater than 5.,More means the larger number.,Yes,Both,35,Yes,Let's solve it together. Count both groups and choose the group with more berries.,,Approved,2026-07-11,v1.1 - Replaced answer Both with single-answer Multiple Choice question
FW-Y1-L02-Q029,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Medium,Tap Correct Group,Tap the group with more balls.,ball,Show Group A with 2 balls and Group B with 9 balls. Use labels.,Group A: 2 balls,Group B: 9 balls,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
FW-Y1-L02-Q030,v1.0,Approved,Mathematics,Year 1,Forest World,Level 02,Counting Objects,Check quantities,Check whether a number matches a picture.,Medium,Tap Correct Group,Tap the group with fewer birds.,bird,Show Group A with 8 birds and Group B with 4 birds. Use labels.,Group A: 8 birds,Group B: 4 birds,,,Group B,Count Group A.,Count Group B.,Compare the two totals.,The correct answer is Group B.,Compare by counting both groups first.,Yes,Both,35,Yes,Let's solve it together. Count Group A. Count Group B. Compare the two totals.,,Approved,2026-06-26,v1.0 - Mathematics Year 1 Forest complete
